Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As
"21.11.2015, 17:00",ZAKSA Kędzierzyn-Koźle,BBTS Bielsko-Biała,3,0,49,76,5,8,"1,67",41,2,15,18,43%,8,19%,70,8,4,34,49%,10,"3,33",33,53,2,12,"0,67",68,5,23,31,45%,7,10%,89,12,10,27,30%,4,"1,33"
"20.11.2015, 18:00",Cuprum Lubin,Effector Kielce,3,0,62,80,3,11,"1,00",60,2,12,26,43%,12,20%,92,13,4,48,52%,11,"3,67",46,72,2,12,"0,67",69,3,18,33,47%,18,26%,106,6,11,40,38%,4,"1,33"
"20.11.2015, 19:00",MKS Będzin,AZS Politechnika Warszawska,3,0,56,74,2,14,"0,67",53,4,14,23,43%,16,30%,71,5,6,41,58%,13,"4,33",45,66,4,13,"1,33",60,2,22,24,40%,11,18%,78,6,13,35,45%,6,"2,00"
"21.11.2015, 14:45",Cerrad Czarni Radom,Indykpol AZS Olsztyn,3,0,56,74,6,10,"2,00",47,0,12,25,53%,12,25%,77,7,4,43,56%,7,"2,33",40,59,0,12,"0,00",64,6,25,27,42%,14,21%,74,2,7,36,49%,4,"1,33"
"25.11.2015, 18:30",AZS Częstochowa,Indykpol AZS Olsztyn,0,3,49,65,3,8,"1,00",65,2,14,39,60%,26,40%,81,6,13,35,43%,11,"3,67",57,73,2,8,"0,67",57,3,12,30,52%,20,35%,79,5,11,42,53%,13,"4,33"
"25.11.2015, 19:00",MKS Będzin,Cerrad Czarni Radom,0,3,42,59,3,8,"1,00",63,6,16,27,42%,13,20%,74,7,9,32,43%,7,"2,33",53,73,6,10,"2,00",51,3,13,23,45%,13,25%,72,4,7,38,53%,9,"3,00"
"25.11.2015, 18:00",Effector Kielce,AZS Politechnika Warszawska,2,3,76,102,3,15,"0,60",93,9,20,45,48%,27,29%,122,6,13,63,52%,10,"2,00",79,106,7,13,"1,40",87,8,19,46,52%,30,34%,124,7,10,59,48%,13,"2,60"
"25.11.2015, 18:00",BBTS Bielsko-Biała,Cuprum Lubin,3,1,68,92,5,19,"1,25",83,5,19,46,55%,20,24%,110,9,11,53,48%,10,"2,50",63,94,5,11,"1,25",73,5,17,38,52%,19,26%,112,11,10,47,42%,11,"2,75"
"25.11.2015, 20:30",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,1,3,67,95,6,22,"1,50",84,5,22,49,58%,18,21%,107,5,8,53,50%,8,"2,00",65,98,5,14,"1,25",73,6,17,41,56%,21,28%,111,8,8,52,47%,8,"2,00"
"25.11.2015, 19:00",LOTOS Trefl Gdańsk,Łuczniczka Bydgoszcz,3,0,60,73,7,5,"2,33",46,1,16,17,36%,10,21%,71,3,2,37,52%,16,"5,33",34,50,1,4,"0,33",68,7,8,47,69%,24,35%,97,8,16,31,32%,2,"0,67"
"25.11.2015, 18:00",PGE Skra Bełchatów,Jastrzębski Węgiel,3,1,72,96,7,16,"1,75",69,6,18,30,43%,13,18%,100,3,8,55,55%,10,"2,50",58,82,6,13,"1,50",80,7,20,28,35%,16,20%,106,9,10,44,42%,8,"2,00"
"02.12.2015, 20:30",Jastrzębski Węgiel,AZS Częstochowa,3,0,56,74,3,12,"1,00",55,5,7,34,61%,22,40%,92,6,8,42,46%,11,"3,67",46,67,5,12,"1,67",62,3,17,26,41%,16,25%,84,4,11,33,39%,8,"2,67"
"27.11.2015, 18:00",Łuczniczka Bydgoszcz,PGE Skra Bełchatów,0,3,43,71,4,14,"1,33",61,6,17,28,45%,7,11%,89,6,9,33,37%,6,"2,00",55,76,6,15,"2,00",57,4,21,28,49%,9,15%,80,4,6,40,50%,9,"3,00"
"28.11.2015, 14:45",ZAKSA Kędzierzyn-Koźle,LOTOS Trefl Gdańsk,2,3,73,102,2,22,"0,40",84,6,19,47,55%,26,30%,122,12,5,63,52%,8,"1,60",63,103,6,19,"1,20",80,2,20,46,57%,17,21%,116,10,8,52,45%,5,"1,00"
"29.11.2015, 20:00",Asseco Resovia Rzeszów,Cuprum Lubin,2,3,78,105,5,18,"1,00",85,5,21,42,49%,15,17%,117,9,11,62,53%,11,"2,20",77,107,5,22,"1,00",87,5,20,51,58%,18,20%,113,3,11,61,54%,11,"2,20"
"30.11.2015, 19:00",AZS Politechnika Warszawska,BBTS Bielsko-Biała,3,0,51,73,1,5,"0,33",51,5,14,25,49%,13,25%,73,8,7,33,45%,17,"5,67",43,63,5,12,"1,67",68,1,15,43,63%,21,30%,96,8,17,31,32%,7,"2,33"
"30.11.2015, 18:00",Cerrad Czarni Radom,Effector Kielce,3,1,73,94,8,13,"2,00",66,7,12,32,48%,20,30%,93,4,2,57,61%,8,"2,00",55,78,7,12,"1,75",81,8,26,34,41%,17,20%,91,5,8,46,51%,2,"0,50"
"28.11.2015, 18:00",Indykpol AZS Olsztyn,MKS Będzin,3,0,53,73,4,10,"1,33",42,4,10,22,52%,10,23%,70,2,5,35,50%,14,"4,67",34,53,4,11,"1,33",63,4,24,27,42%,7,11%,79,6,14,25,32%,5,"1,67"
"04.12.2015, 18:00",AZS Częstochowa,MKS Będzin,3,1,66,97,6,13,"1,50",69,4,19,33,47%,22,31%,94,3,2,48,51%,12,"3,00",63,84,4,15,"1,00",84,6,13,53,63%,30,35%,114,11,12,57,50%,2,"0,50"
"05.12.2015, 14:45",Effector Kielce,Indykpol AZS Olsztyn,3,1,71,97,7,19,"1,75",74,4,13,43,58%,28,37%,107,10,8,51,48%,13,"3,25",53,87,4,13,"1,00",78,7,14,36,46%,22,28%,119,10,13,41,34%,8,"2,00"
"05.12.2015, 14:00",BBTS Bielsko-Biała,Cerrad Czarni Radom,2,3,84,110,9,22,"1,80",96,2,18,63,65%,25,26%,155,8,13,62,40%,13,"2,60",76,108,2,12,"0,40",88,9,20,47,53%,25,28%,153,10,13,61,40%,13,"2,60"
"05.12.2015, 17:00",Asseco Resovia Rzeszów,AZS Politechnika Warszawska,2,3,85,109,7,17,"1,40",93,9,30,42,45%,15,16%,115,8,11,64,56%,14,"2,80",77,108,9,15,"1,80",92,7,31,46,50%,16,17%,113,5,14,57,50%,11,"2,20"
"06.12.2015, 14:45",LOTOS Trefl Gdańsk,Cuprum Lubin,3,2,84,118,5,24,"1,00",96,3,26,58,60%,29,30%,139,11,7,66,47%,13,"2,60",74,114,3,18,"0,60",94,5,23,46,48%,28,29%,152,13,13,64,42%,7,"1,40"
"05.12.2015, 20:00",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,2,3,71,98,7,21,"1,40",86,9,13,45,52%,24,27%,125,8,14,50,40%,14,"2,80",68,104,3,18,"0,60",77,13,9,34,44%,10,12%,114,3,14,51,45%,14,"2,80"
"05.12.2015, 18:00",Jastrzębski Węgiel,Łuczniczka Bydgoszcz,3,0,57,77,5,10,"1,67",56,3,16,31,55%,18,32%,81,10,5,42,52%,10,"3,33",42,67,3,11,"1,00",67,5,10,36,53%,21,31%,84,7,10,34,40%,5,"1,67"
"09.12.2015, 18:00",Łuczniczka Bydgoszcz,AZS Częstochowa,3,0,52,79,3,11,"1,00",54,2,14,29,53%,14,25%,82,5,3,37,45%,12,"4,00",45,67,2,13,"0,67",68,3,23,34,50%,11,16%,101,10,12,40,40%,3,"1,00"
"09.12.2015, 18:30",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,0,57,73,4,8,"1,33",53,0,11,37,69%,15,28%,83,4,3,44,53%,9,"3,00",46,63,0,10,"0,00",65,4,17,34,52%,19,29%,91,5,9,43,47%,3,"1,00"
"09.12.2015, 18:00",Cuprum Lubin,PGE Skra Bełchatów,2,3,67,100,5,15,"1,00",79,3,16,38,48%,22,27%,117,8,10,55,47%,7,"1,40",71,98,3,19,"0,60",85,5,20,44,51%,24,28%,121,10,7,58,48%,10,"2,00"
"09.12.2015, 19:00",AZS Politechnika Warszawska,LOTOS Trefl Gdańsk,2,3,81,108,11,15,"2,20",98,5,27,47,47%,26,26%,132,10,11,59,45%,11,"2,20",83,112,5,14,"1,00",93,11,25,43,46%,17,18%,134,7,11,67,50%,11,"2,20"
"08.12.2015, 20:30",Cerrad Czarni Radom,Asseco Resovia Rzeszów,3,2,82,107,13,19,"2,60",98,10,23,47,47%,26,26%,111,12,8,61,55%,8,"1,60",76,111,10,13,"2,00",88,13,19,40,45%,21,23%,113,10,8,58,51%,8,"1,60"
"09.12.2015, 18:00",Indykpol AZS Olsztyn,BBTS Bielsko-Biała,3,0,52,77,8,12,"2,67",49,6,8,22,44%,9,18%,73,5,7,33,45%,11,"3,67",44,65,6,16,"2,00",65,8,19,26,40%,9,13%,88,9,11,31,35%,7,"2,33"
"09.12.2015, 19:00",MKS Będzin,Effector Kielce,1,3,64,85,3,10,"0,75",81,9,19,38,46%,22,27%,107,5,12,54,50%,7,"1,75",71,92,9,11,"2,25",75,3,29,37,49%,24,32%,101,8,7,50,50%,12,"3,00"
"12.12.2015, 14:45",AZS Częstochowa,Effector Kielce,3,2,77,107,2,11,"0,40",86,6,30,41,47%,27,31%,154,6,15,62,40%,13,"2,60",82,103,6,17,"1,20",96,2,23,60,62%,38,39%,152,10,13,61,40%,15,"3,00"
"11.12.2015, 18:00",BBTS Bielsko-Biała,MKS Będzin,3,2,80,108,4,21,"0,80",83,4,16,45,54%,17,20%,129,6,8,66,51%,10,"2,00",72,100,4,17,"0,80",87,4,26,45,51%,24,27%,127,9,10,60,47%,8,"1,60"
"12.12.2015, 17:00",Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,3,2,71,103,7,19,"1,40",74,9,14,35,47%,19,25%,97,5,6,57,59%,7,"1,40",65,90,9,16,"1,80",84,7,21,35,41%,12,14%,96,7,7,50,52%,6,"1,20"
"12.12.2015, 20:00",LOTOS Trefl Gdańsk,Cerrad Czarni Radom,3,1,77,97,6,11,"1,50",74,1,22,44,59%,35,47%,120,6,14,63,52%,8,"2,00",63,86,1,12,"0,25",86,6,30,35,40%,19,22%,112,6,8,48,43%,14,"3,50"
"12.12.2015, 15:00",PGE Skra Bełchatów,AZS Politechnika Warszawska,3,0,53,75,8,18,"2,67",57,5,15,23,40%,7,12%,78,5,8,41,53%,4,"1,33",41,68,5,11,"1,67",57,8,20,17,29%,8,14%,61,6,4,28,46%,8,"2,67"
"12.12.2015, 18:00",Jastrzębski Węgiel,Cuprum Lubin,3,2,91,116,8,16,"1,60",93,6,30,37,39%,13,13%,146,8,10,68,47%,15,"3,00",77,108,6,15,"1,20",100,8,31,36,36%,20,20%,135,7,15,61,45%,10,"2,00"
"13.12.2015, 17:00",Łuczniczka Bydgoszcz,ZAKSA Kędzierzyn-Koźle,0,3,37,61,1,7,"0,33",60,3,21,30,50%,11,18%,87,11,11,31,36%,5,"1,67",56,74,3,14,"1,00",54,1,12,32,59%,12,22%,102,7,5,42,41%,11,"3,67"
"19.12.2015, 17:00",ZAKSA Kędzierzyn-Koźle,AZS Częstochowa,3,0,51,74,4,15,"1,33",44,2,6,32,72%,16,36%,81,8,2,41,51%,6,"2,00",32,56,2,12,"0,67",59,4,19,28,47%,8,13%,79,7,6,28,35%,2,"0,67"
"19.12.2015, 14:45",Cuprum Lubin,Łuczniczka Bydgoszcz,3,0,52,74,3,12,"1,00",48,0,15,24,50%,15,31%,83,5,8,39,47%,10,"3,33",41,61,0,13,"0,00",62,3,14,36,58%,15,24%,82,5,10,33,40%,8,"2,67"
"21.12.2015, 18:00",AZS Politechnika Warszawska,Jastrzębski Węgiel,3,0,58,73,7,7,"2,33",52,3,11,30,57%,21,40%,74,7,5,35,47%,16,"5,33",44,63,3,11,"1,00",66,7,17,29,43%,16,24%,88,5,16,36,41%,5,"1,67"
"19.12.2015, 20:00",Cerrad Czarni Radom,PGE Skra Bełchatów,1,3,58,91,6,18,"1,50",72,6,16,34,47%,12,16%,92,7,15,41,45%,11,"2,75",72,98,6,26,"1,50",73,6,17,32,43%,15,20%,108,5,11,51,47%,15,"3,75"
"20.12.2015, 14:45",Indykpol AZS Olsztyn,LOTOS Trefl Gdańsk,3,2,77,102,9,6,"1,80",83,8,22,34,40%,17,20%,110,10,8,58,53%,10,"2,00",74,97,8,14,"1,60",96,9,27,38,39%,12,12%,112,9,10,58,52%,8,"1,60"
"20.12.2015, 17:00",MKS Będzin,Asseco Resovia Rzeszów,0,3,27,49,0,14,"0,00",62,10,19,26,41%,13,20%,66,9,11,21,32%,6,"2,00",48,73,10,11,"3,33",35,0,12,15,42%,7,20%,57,4,6,27,47%,11,"3,67"
"18.12.2015, 18:00",Effector Kielce,BBTS Bielsko-Biała,3,1,63,94,5,11,"1,25",63,4,20,27,42%,19,30%,100,5,7,45,45%,13,"3,25",62,80,4,17,"1,00",83,5,21,40,48%,14,16%,118,11,13,51,43%,7,"1,75"
"20.01.2016, 18:30",AZS Częstochowa,BBTS Bielsko-Biała,3,2,79,109,3,14,"0,60",89,4,22,39,43%,20,22%,140,11,9,65,46%,11,"2,20",74,104,4,15,"0,80",95,3,23,47,49%,25,26%,138,11,11,61,44%,9,"1,80"
"13.01.2016, 18:00",Asseco Resovia Rzeszów,Effector Kielce,3,1,69,97,8,16,"2,00",75,7,22,35,46%,18,24%,105,8,6,54,51%,7,"1,75",59,85,7,10,"1,75",81,8,25,41,50%,15,18%,94,8,7,46,49%,6,"1,50"
"13.01.2016, 19:00",MKS Będzin,LOTOS Trefl Gdańsk,0,3,33,53,2,10,"0,67",59,3,18,27,45%,16,27%,71,7,9,30,42%,1,"0,33",54,74,3,15,"1,00",43,2,11,24,55%,13,30%,72,4,1,42,58%,9,"3,00"
"13.01.2016, 20:30",PGE Skra Bełchatów,Indykpol AZS Olsztyn,1,3,67,97,3,21,"0,75",82,5,19,41,50%,19,23%,103,10,14,57,55%,7,"1,75",66,98,5,16,"1,25",76,3,19,30,39%,10,13%,93,7,7,47,51%,14,"3,50"
"13.01.2016, 18:00",Jastrzębski Węgiel,Cerrad Czarni Radom,3,0,56,74,5,12,"1,67",60,2,20,28,46%,13,21%,82,8,5,45,55%,6,"2,00",43,67,2,7,"0,67",62,5,14,31,50%,12,19%,78,8,6,36,46%,5,"1,67"
"13.01.2016, 18:00",Łuczniczka Bydgoszcz,AZS Politechnika Warszawska,3,1,76,104,9,14,"2,25",78,3,28,40,51%,15,19%,119,8,11,51,43%,16,"4,00",61,89,3,11,"0,75",90,9,20,57,63%,22,24%,128,13,16,47,37%,11,"2,75"
"13.01.2016, 18:30",ZAKSA Kędzierzyn-Koźle,Cuprum Lubin,3,0,49,73,3,13,"1,00",44,1,7,31,70%,9,20%,72,2,5,34,47%,12,"4,00",35,55,1,11,"0,33",60,3,22,24,40%,9,15%,85,11,12,29,34%,5,"1,67"
"16.01.2016, 17:00",AZS Częstochowa,AZS Politechnika Warszawska,3,0,48,73,3,8,"1,00",45,2,15,20,44%,15,33%,80,2,7,41,51%,4,"1,33",42,56,2,11,"0,67",65,3,18,40,61%,20,30%,76,11,4,33,43%,7,"2,33"
"16.01.2016, 20:00",Cerrad Czarni Radom,Cuprum Lubin,2,3,79,107,3,17,"0,60",92,9,21,44,47%,20,21%,133,9,10,67,50%,9,"1,80",80,107,9,15,"1,80",90,3,17,46,51%,24,26%,132,10,9,61,46%,10,"2,00"
"16.01.2016, 17:00",Indykpol AZS Olsztyn,ZAKSA Kędzierzyn-Koźle,0,3,37,54,0,12,"0,00",63,4,15,29,46%,13,20%,87,9,10,32,37%,5,"1,67",53,74,4,11,"1,33",42,0,8,22,52%,10,23%,81,4,5,39,48%,10,"3,33"
"15.01.2016, 19:00",MKS Będzin,Łuczniczka Bydgoszcz,1,3,63,94,4,14,"1,00",87,2,20,49,56%,33,37%,121,11,15,50,41%,9,"2,25",76,102,2,15,"0,50",80,4,21,40,50%,32,40%,128,9,9,59,46%,15,"3,75"
"17.01.2016, 14:45",Effector Kielce,Jastrzębski Węgiel,0,3,40,59,6,10,"2,00",64,4,10,36,56%,21,32%,80,3,11,31,39%,3,"1,00",64,77,4,13,"1,33",49,6,11,22,44%,14,28%,71,3,3,49,69%,11,"3,67"
"16.01.2016, 17:00",BBTS Bielsko-Biała,PGE Skra Bełchatów,1,3,57,87,2,18,"0,50",76,9,20,34,44%,14,18%,100,9,8,47,47%,8,"2,00",68,96,9,20,"2,25",69,2,20,34,49%,14,20%,100,9,8,51,51%,8,"2,00"
"16.01.2016, 14:45",Asseco Resovia Rzeszów,LOTOS Trefl Gdańsk,3,0,53,77,4,10,"1,33",56,3,23,20,35%,8,14%,71,10,5,36,51%,13,"4,33",47,69,3,13,"1,00",67,4,24,30,44%,16,23%,79,8,13,38,48%,6,"2,00"
"23.01.2016, 17:00",Asseco Resovia Rzeszów,AZS Częstochowa,3,0,57,74,4,9,"1,33",39,0,8,26,66%,13,33%,73,3,6,46,63%,7,"2,33",34,48,0,9,"0,00",65,4,31,24,36%,15,23%,68,7,7,28,41%,6,"2,00"
"24.03.2016, 19:00",LOTOS Trefl Gdańsk,BBTS Bielsko-Biała,3,1,70,95,9,12,"2,25",68,3,17,39,57%,20,29%,104,7,7,53,51%,8,"2,00",57,80,3,12,"0,75",83,9,22,45,54%,13,15%,104,11,8,47,45%,7,"1,75"
"23.01.2016, 15:00",PGE Skra Bełchatów,Effector Kielce,3,2,83,115,4,32,"0,80",85,5,20,43,50%,23,27%,121,6,11,66,55%,13,"2,60",66,107,5,22,"1,00",83,4,24,38,45%,26,31%,118,8,13,50,42%,11,"2,20"
"22.01.2016, 17:00",Jastrzębski Węgiel,MKS Będzin,3,1,73,96,8,13,"2,00",71,2,8,48,67%,24,33%,120,8,7,58,48%,7,"1,75",60,82,2,11,"0,50",83,8,18,44,53%,26,31%,117,12,7,51,44%,7,"1,75"
"23.01.2016, 17:00",Łuczniczka Bydgoszcz,Indykpol AZS Olsztyn,3,1,59,94,5,13,"1,25",65,3,21,34,52%,12,18%,98,5,7,44,45%,10,"2,50",58,80,3,15,"0,75",81,5,19,43,53%,16,19%,123,13,10,48,39%,7,"1,75"
"23.01.2016, 14:45",ZAKSA Kędzierzyn-Koźle,Cerrad Czarni Radom,3,0,56,73,3,11,"1,00",47,2,12,23,48%,11,23%,72,4,2,44,61%,9,"3,00",41,59,2,12,"0,67",62,3,32,25,40%,13,20%,68,5,9,37,54%,2,"0,67"
"22.01.2016, 18:00",Cuprum Lubin,AZS Politechnika Warszawska,3,0,57,73,7,8,"2,33",40,1,4,26,65%,12,30%,73,3,2,46,63%,4,"1,33",38,51,1,11,"0,33",65,7,21,28,43%,14,21%,72,4,4,35,49%,2,"0,67"
"30.01.2016, 17:00",AZS Częstochowa,Cuprum Lubin,1,3,67,85,2,7,"0,50",84,3,28,31,36%,18,21%,126,10,9,60,48%,5,"1,25",76,94,3,10,"0,75",78,2,17,41,52%,21,26%,123,6,5,64,52%,9,"2,25"
"30.01.2016, 20:00",AZS Politechnika Warszawska,ZAKSA Kędzierzyn-Koźle,0,3,43,66,2,14,"0,67",57,5,14,31,54%,18,31%,74,6,7,37,50%,4,"1,33",53,74,5,17,"1,67",52,2,11,31,59%,18,34%,79,3,4,41,52%,7,"2,33"
"30.01.2016, 17:00",Cerrad Czarni Radom,Łuczniczka Bydgoszcz,3,1,75,100,4,13,"1,00",78,3,16,46,58%,23,29%,110,9,7,60,55%,11,"2,75",66,90,3,12,"0,75",87,4,17,47,54%,24,27%,118,10,11,56,47%,7,"1,75"
"01.02.2016, 18:00",Indykpol AZS Olsztyn,Jastrzębski Węgiel,1,3,79,100,5,15,"1,25",87,5,19,39,44%,10,11%,146,8,16,63,43%,11,"2,75",74,102,5,15,"1,25",85,5,22,47,55%,21,24%,128,5,11,53,41%,16,"4,00"
"29.01.2016, 20:30",MKS Będzin,PGE Skra Bełchatów,0,3,36,60,3,7,"1,00",60,8,12,29,48%,14,23%,79,7,11,27,34%,6,"2,00",57,73,8,13,"2,67",53,3,17,23,43%,9,16%,79,7,6,38,48%,11,"3,67"
"31.01.2016, 15:00",LOTOS Trefl Gdańsk,Effector Kielce,3,1,72,100,6,18,"1,50",76,6,22,36,47%,18,23%,113,9,3,56,50%,10,"2,50",62,94,6,18,"1,50",82,6,20,38,46%,24,29%,111,7,10,53,48%,3,"0,75"
"30.01.2016, 17:00",BBTS Bielsko-Biała,Asseco Resovia Rzeszów,0,3,41,68,3,17,"1,00",58,7,18,18,31%,8,13%,65,4,8,31,48%,7,"2,33",54,76,7,18,"2,33",51,3,13,26,50%,14,27%,71,6,7,39,55%,8,"2,67"
"10.02.2016, 17:00",LOTOS Trefl Gdańsk,AZS Częstochowa,3,1,73,93,5,10,"1,25",80,2,24,42,52%,22,27%,118,14,8,52,44%,16,"4,00",61,88,2,8,"0,50",83,5,24,39,46%,26,31%,120,9,16,51,42%,8,"2,00"
"10.02.2016, 18:00",Asseco Resovia Rzeszów,PGE Skra Bełchatów,2,3,81,114,8,24,"1,60",96,9,23,53,55%,24,25%,122,13,10,60,49%,13,"2,60",77,118,9,22,"1,80",90,8,31,45,50%,23,25%,113,6,13,58,51%,10,"2,00"
"10.02.2016, 19:00",BBTS Bielsko-Biała,Jastrzębski Węgiel,3,2,81,111,1,14,"0,20",92,3,23,52,56%,19,20%,138,11,8,69,50%,11,"2,20",83,108,3,16,"0,60",97,1,24,46,47%,28,28%,146,13,11,72,49%,8,"1,60"
"09.02.2016, 18:00",Effector Kielce,Łuczniczka Bydgoszcz,2,3,72,101,3,19,"0,60",87,3,20,44,50%,28,32%,131,12,16,54,41%,15,"3,00",75,106,3,19,"0,60",82,3,25,36,43%,19,23%,138,7,15,56,41%,16,"3,20"
"10.02.2016, 18:00",MKS Będzin,ZAKSA Kędzierzyn-Koźle,0,3,42,58,3,10,"1,00",64,8,16,27,42%,13,20%,85,6,11,34,40%,5,"1,67",58,74,8,10,"2,67",48,3,8,23,47%,11,22%,71,4,5,39,55%,11,"3,67"
"07.02.2016, 17:30",Indykpol AZS Olsztyn,Cuprum Lubin,3,1,84,100,11,15,"2,75",86,3,20,44,51%,19,22%,126,8,10,62,49%,11,"2,75",66,95,3,9,"0,75",85,11,27,37,43%,14,16%,117,6,11,53,45%,10,"2,50"
"10.02.2016, 18:00",Cerrad Czarni Radom,AZS Politechnika Warszawska,1,3,64,87,1,13,"0,25",91,4,29,42,46%,19,20%,109,11,12,54,50%,9,"2,25",77,100,4,9,"1,00",74,1,16,40,54%,22,29%,120,10,9,61,51%,12,"3,00"
"13.02.2016, 17:00",Cerrad Czarni Radom,AZS Częstochowa,3,1,74,99,5,8,"1,25",73,4,25,27,36%,12,16%,102,10,9,56,55%,13,"3,25",67,89,4,16,"1,00",91,5,25,49,53%,17,18%,113,10,13,54,48%,9,"2,25"
"13.02.2016, 17:00",AZS Politechnika Warszawska,Indykpol AZS Olsztyn,3,2,83,108,6,17,"1,20",78,8,14,31,39%,10,12%,102,5,8,66,65%,11,"2,20",73,97,8,19,"1,60",91,6,26,44,48%,17,18%,105,3,11,57,54%,8,"1,60"
"13.02.2016, 17:00",Cuprum Lubin,MKS Będzin,3,2,79,110,3,12,"0,60",75,0,16,44,58%,19,25%,138,11,7,67,49%,9,"1,80",68,92,0,17,"0,00",98,3,32,43,43%,16,16%,130,13,9,61,47%,7,"1,40"
"13.02.2016, 17:00",ZAKSA Kędzierzyn-Koźle,Effector Kielce,3,0,53,73,5,20,"1,67",46,1,11,28,60%,11,23%,68,4,3,39,57%,9,"3,00",27,56,1,10,"0,33",53,5,9,32,60%,12,22%,74,9,9,23,31%,3,"1,00"
"12.02.2016, 18:00",Łuczniczka Bydgoszcz,BBTS Bielsko-Biała,3,1,70,94,4,8,"1,00",71,3,16,47,66%,23,32%,111,7,9,58,52%,8,"2,00",66,86,3,15,"0,75",86,4,29,42,48%,13,15%,116,7,8,54,47%,9,"2,25"
"13.02.2016, 20:00",Jastrzębski Węgiel,Asseco Resovia Rzeszów,0,3,29,46,3,11,"1,00",61,4,28,22,36%,11,18%,73,6,13,25,34%,1,"0,33",55,73,4,12,"1,33",35,3,9,16,45%,8,22%,62,2,1,38,61%,13,"4,33"
"13.02.2016, 14:45",LOTOS Trefl Gdańsk,PGE Skra Bełchatów,3,0,48,74,7,9,"2,33",39,3,9,23,58%,9,23%,70,3,5,30,43%,11,"3,67",37,54,3,15,"1,00",65,7,21,32,49%,16,24%,85,8,11,29,34%,5,"1,67"
"20.02.2016, 17:00",AZS Częstochowa,PGE Skra Bełchatów,2,3,73,98,7,22,"1,40",95,6,46,33,34%,16,16%,140,16,13,55,39%,11,"2,20",74,114,6,19,"1,20",76,7,22,31,40%,19,25%,120,4,11,55,46%,13,"2,60"
"20.02.2016, 14:45",LOTOS Trefl Gdańsk,Jastrzębski Węgiel,1,3,55,77,4,15,"1,00",81,5,26,35,43%,17,20%,109,11,8,48,44%,3,"0,75",64,94,5,13,"1,25",62,4,20,25,40%,19,30%,99,5,3,51,52%,8,"2,00"
"20.02.2016, 20:00",Asseco Resovia Rzeszów,Łuczniczka Bydgoszcz,3,0,54,74,6,13,"2,00",48,2,15,23,47%,9,18%,71,7,4,40,56%,8,"2,67",37,62,2,14,"0,67",61,6,21,27,44%,10,16%,64,1,8,31,48%,4,"1,33"
"20.02.2016, 14:00",BBTS Bielsko-Biała,ZAKSA Kędzierzyn-Koźle,0,3,40,58,2,11,"0,67",67,4,17,31,46%,20,29%,88,12,7,33,38%,5,"1,67",51,74,4,7,"1,33",47,2,10,17,36%,10,21%,76,8,5,40,53%,7,"2,33"
"20.02.2016, 15:00",Effector Kielce,Cuprum Lubin,3,2,85,113,6,13,"1,20",98,6,27,39,39%,24,24%,134,12,12,67,50%,12,"2,40",85,114,6,16,"1,20",100,6,31,44,44%,26,26%,135,8,12,67,50%,12,"2,40"
"17.02.2016, 19:00",AZS Politechnika Warszawska,MKS Będzin,2,3,78,109,6,16,"1,20",97,6,28,46,47%,23,23%,122,9,12,59,48%,13,"2,60",79,113,6,16,"1,20",93,6,20,48,51%,24,25%,134,11,13,61,46%,12,"2,40"
"19.02.2016, 18:00",Indykpol AZS Olsztyn,Cerrad Czarni Radom,3,2,80,96,6,15,"1,20",98,5,21,49,50%,27,27%,133,6,10,67,50%,7,"1,40",81,107,5,9,"1,00",81,6,23,31,38%,12,14%,113,7,7,66,58%,10,"2,00"
"23.02.2016, 18:00",Indykpol AZS Olsztyn,AZS Częstochowa,3,1,73,96,3,16,"0,75",69,1,17,35,50%,11,15%,98,8,5,51,52%,19,"4,75",52,80,1,11,"0,25",80,3,26,33,41%,15,18%,109,8,19,46,42%,5,"1,25"
"24.02.2016, 18:00",Cerrad Czarni Radom,MKS Będzin,3,0,59,74,5,8,"1,67",47,3,7,28,59%,12,25%,77,2,6,45,58%,9,"3,00",46,59,3,12,"1,00",66,5,11,33,50%,15,22%,78,6,8,37,47%,6,"2,00"
"24.02.2016, 19:00",AZS Politechnika Warszawska,Effector Kielce,3,0,68,76,7,13,"2,33",57,3,18,28,49%,17,29%,100,5,9,46,46%,15,"5,00",41,63,3,6,"1,00",63,7,13,37,58%,22,34%,80,3,15,29,36%,9,"3,00"
